num_critic_for_reviews,actor_1_fb_likes,gross,movie_title,num_voted_users,cast_total_fb_likes,num_user_for_reviews,actor_2_fb_likes,imdb_score,movie_fb_likes,director_name_factorized,actor_2_name_factorized,genres_factorized,actor_1_name_factorized
453.0,21000.0,312057433.0,iron_man_2,522371,48638,723.0,19000.0,7.0,18000,47,24,5,21
416.0,26000.0,155111815.0,snow_white_and_the_huntsman,228554,72881,710.0,17000.0,6.1,53000,55,71,38,8
401.0,11000.0,241407328.0,maleficent,252257,15516,634.0,2000.0,7.0,89000,56,72,39,60
521.0,10000.0,208543795.0,dawn_of_the_planet_of_the_apes,317542,14363,620.0,2000.0,7.6,45000,57,26,40,61
10.0,622.0,23689877.0,the_lovers,2138,1982,15.0,525.0,4.5,677,58,73,41,62
218.0,18000.0,38297305.0,47_ronin,116994,20965,324.0,1000.0,6.3,35000,59,74,38,63
576.0,19000.0,259746958.0,captain_america__the_winter_soldier,496749,36188,742.0,11000.0,7.8,55000,20,75,5,59
226.0,4000.0,238371987.0,shrek_forever_after,138661,4628,173.0,225.0,6.4,0,60,76,21,64
443.0,2000.0,93417865.0,tomorrowland,128306,5046,497.0,638.0,6.5,37000,61,77,42,65
384.0,756.0,222487711.0,big_hero_6,279093,2963,433.0,719.0,7.9,41000,62,78,43,66
377.0,975.0,189412677.0,wreck-it_ralph,272534,4451,345.0,931.0,7.8,40000,63,79,44,67
188.0,15000.0,665426.0,the_polar_express,120798,16264,444.0,726.0,6.6,10000,43,80,45,33
286.0,890.0,102315545.0,independence_day__resurgence,58137,3233,520.0,812.0,5.5,67000,42,81,5,68
288.0,18000.0,217387997.0,how_to_train_your_dragon,485430,20453,492.0,953.0,8.2,33000,64,82,45,69
280.0,648.0,150350192.0,terminator_3__rise_of_the_machines,305340,1769,1676.0,284.0,6.4,0,65,83,46,70
653.0,14000.0,333130696.0,guardians_of_the_galaxy,682155,32438,1097.0,14000.0,8.1,96000,66,84,5,71
712.0,11000.0,187991439.0,interstellar,928227,31488,2725.0,11000.0,8.6,349000,3,85,47,72
642.0,29000.0,292568851.0,inception,1468200,81115,2803.0,27000.0,8.8,175000,3,86,18,20
1.0,544.0,23689877.0,godzilla_resurgence,374,699,13.0,106.0,8.2,0,67,87,48,73
645.0,5000.0,303001229.0,the_hobbit__an_unexpected_journey,637246,9152,1367.0,972.0,7.9,166000,16,18,13,15
187.0,23000.0,144512310.0,the_fast_and_the_furious,272223,45327,988.0,14000.0,6.7,14000,49,84,23,74
362.0,11000.0,127490802.0,the_curious_case_of_benjamin_button,459346,13333,822.0,1000.0,7.8,23000,68,88,49,75
500.0,34000.0,146405371.0,x-men__first_class,518537,50983,698.0,13000.0,7.8,54000,69,56,5,37
389.0,34000.0,281666058.0,the_hunger_games__mockingjay_-_part_2,166137,81385,383.0,22000.0,6.6,38000,70,89,50,37
235.0,12000.0,63143812.0,the_sorcerer_s_apprentice,124185,13388,238.0,418.0,6.1,11000,71,90,11,76
231.0,87000.0,60655503.0,poseidon,82380,92456,629.0,2000.0,5.6,0,72,91,51,55
218.0,40000.0,76846624.0,alice_through_the_looking_glass,21352,80806,131.0,25000.0,6.4,30000,73,29,15,1
227.0,3000.0,320706665.0,shrek_the_third,211971,4705,326.0,795.0,6.1,0,74,92,21,77
275.0,3000.0,46978995.0,warcraft,111609,5505,781.0,716.0,7.3,89000,75,93,1,78
474.0,24000.0,89732035.0,terminator_genisys,188457,38873,867.0,10000.0,6.6,82000,76,94,5,6
228.0,531.0,104383624.0,the_chronicles_of_narnia__the_voyage_of_the_dawn_treader,106446,764,227.0,82.0,6.3,11000,77,95,15,79
191.0,3000.0,198539855.0,pearl_harbor,254111,5401,1999.0,961.0,6.1,0,27,96,52,80
396.0,662.0,318759914.0,transformers,513158,2333,1782.0,599.0,7.1,8000,27,97,5,81
248.0,12000.0,34293771.0,alexander,138863,24598,1390.0,11000.0,5.5,0,78,98,53,82
329.0,21000.0,292000866.0,harry_potter_and_the_order_of_the_phoenix,355137,33433,1108.0,11000.0,7.5,0,9,9,8,83
295.0,21000.0,289994397.0,harry_potter_and_the_goblet_of_fire,385670,53413,1896.0,11000.0,7.6,0,36,9,8,83
318.0,10000.0,227946274.0,hancock,343648,21584,590.0,9000.0,6.4,0,21,99,54,14
323.0,10000.0,256386216.0,i_am_legend,530870,13076,1413.0,1000.0,7.2,11000,70,100,55,14
276.0,40000.0,206456431.0,charlie_and_the_chocolate_factory,320284,57844,1361.0,16000.0,6.7,0,24,61,56,1
318.0,1000.0,206435493.0,ratatouille,473887,4764,626.0,1000.0,8.0,10000,61,37,57,84
478.0,23000.0,205343774.0,batman_begins,980946,59558,2685.0,14000.0,8.3,15000,3,101,9,34
167.0,1000.0,179982968.0,madagascar__escape_2_africa,146019,3285,119.0,851.0,6.7,0,79,102,58,85
185.0,49000.0,177243721.0,night_at_the_museum__battle_of_the_smithsonian,130272,54039,209.0,3000.0,5.9,2000,80,103,56,86
350.0,20000.0,179883016.0,x-men_origins__wolverine,361924,40054,641.0,16000.0,6.7,0,81,104,20,25
245.0,309.0,139259759.0,the_matrix_revolutions,364948,1062,2121.0,269.0,6.7,0,44,105,46,87
406.0,1000.0,400736600.0,frozen,421658,2582,904.0,523.0,7.6,58000,82,106,59,88
275.0,234.0,281492479.0,the_matrix_reloaded,421818,534,2789.0,198.0,7.2,0,44,107,46,89
486.0,26000.0,206360018.0,thor__the_dark_world,414070,59803,532.0,20000.0,7.1,63000,76,108,1,8
739.0,27000.0,153629485.0,mad_max__fury_road,552503,40025,1588.0,9000.0,8.1,191000,83,99,18,3
298.0,15000.0,133375846.0,angels___demons,207839,16948,435.0,745.0,6.7,0,84,109,60,33
516.0,26000.0,181015141.0,thor,536314,60059,738.0,20000.0,7.0,63000,85,108,1,8
225.0,17000.0,114053579.0,bolt,146766,20007,178.0,759.0,6.9,0,86,110,61,53
145.0,730.0,119420252.0,g-force,33042,2217,90.0,607.0,5.1,0,87,111,62,90
310.0,14000.0,83640426.0,wrath_of_the_titans,152826,16184,253.0,897.0,5.8,19000,88,112,1,22
526.0,40000.0,79711678.0,dark_shadows,199039,80849,479.0,17000.0,6.2,82000,24,113,63,1
465.0,10000.0,195000874.0,mission__impossible_-_rogue_nation,232187,21840,440.0,10000.0,7.4,47000,89,114,2,56
357.0,12000.0,61937495.0,the_wolfman,89442,13071,432.0,490.0,5.8,0,90,115,64,82
194.0,2000.0,126597121.0,bee_movie,105902,6576,206.0,852.0,6.2,0,91,116,29,91
284.0,11000.0,165230261.0,kung_fu_panda_2,182718,21015,209.0,10000.0,7.3,20000,92,117,58,60
280.0,1000.0,131564731.0,the_last_airbender,118951,2857,1382.0,756.0,4.2,18000,93,118,11,92
310.0,22000.0,133382309.0,mission__impossible_iii,256695,34817,871.0,10000.0,6.9,0,34,119,2,93
339.0,17000.0,73103784.0,white_house_down,164238,18204,434.0,551.0,6.4,33000,42,120,65,50
132.0,921.0,21379315.0,mars_needs_moms,17590,2652,112.0,562.0,5.4,0,94,121,30,94
135.0,20000.0,64459316.0,flushed_away,85086,35161,122.0,14000.0,6.7,0,95,23,29,25
256.0,20000.0,34964818.0,pan,39956,21393,186.0,548.0,5.8,24000,96,122,15,25
196.0,3000.0,111505642.0,mr._peabody___sherman,47900,5810,130.0,1000.0,6.9,11000,97,123,44,95
220.0,11000.0,133228348.0,troy,381672,17944,1694.0,5000.0,7.2,0,72,1,66,75
211.0,851.0,216366733.0,madagascar_3__europe_s_most_wanted,119213,2444,154.0,770.0,6.9,17000,79,124,29,96
264.0,769.0,160201106.0,die_another_day,169914,2538,1185.0,766.0,6.1,0,98,125,2,97
464.0,783.0,118099659.0,ghostbusters,69757,2097,1211.0,370.0,5.5,62000,99,126,67,98
167.0,13000.0,201573391.0,armageddon,322395,26029,1171.0,12000.0,6.6,11000,27,127,18,99
208.0,10000.0,190418803.0,men_in_black_ii,270207,14823,606.0,3000.0,6.1,2000,15,128,68,14
287.0,18000.0,82161969.0,beowulf,142440,31523,505.0,12000.0,6.3,3000,43,129,69,49
210.0,24000.0,143523463.0,kung_fu_panda_3,64322,36095,145.0,11000.0,7.2,24000,100,98,58,6
432.0,10000.0,209364921.0,mission__impossible_-_ghost_protocol,365104,21768,512.0,10000.0,7.4,35000,61,114,2,56
256.0,20000.0,103400692.0,rise_of_the_guardians,123553,20645,174.0,315.0,7.3,25000,101,130,45,25
135.0,957.0,110332737.0,fun_with_dick_and_jane,110788,1997,258.0,550.0,6.1,2000,102,131,70,100
190.0,10000.0,111110575.0,the_last_samurai,317166,11945,928.0,956.0,7.7,0,103,132,71,56
314.0,23000.0,65007045.0,exodus__gods_and_kings,128682,26490,657.0,893.0,6.1,51000,18,133,72,34
518.0,26000.0,257704099.0,star_trek,504419,39284,1559.0,12000.0,8.0,19000,34,134,5,8
291.0,24000.0,403706375.0,spider-man,544665,40484,2012.0,11000.0,7.3,5000,6,6,19,6
292.0,18000.0,176997107.0,how_to_train_your_dragon_2,221128,23378,343.0,3000.0,7.9,46000,64,135,73,69
184.0,18000.0,31141074.0,gods_of_egypt,51892,19769,273.0,934.0,5.5,24000,104,136,1,69
145.0,820.0,31704416.0,stealth,45455,2705,388.0,780.0,5.0,0,49,137,18,101
451.0,986.0,107503316.0,watchmen,392474,2530,1229.0,745.0,7.7,18000,10,138,74,102
141.0,5000.0,129734803.0,lethal_weapon_4,127497,6171,287.0,808.0,6.6,0,105,139,23,54
267.0,820.0,132122995.0,hulk,212106,1814,1445.0,300.0,5.7,0,106,140,46,103
351.0,17000.0,122512052.0,g.i._joe__retaliation,146352,31958,288.0,12000.0,5.8,42000,107,141,18,50
163.0,11000.0,68642452.0,sahara,77673,13073,463.0,973.0,6.0,0,108,59,75,72
166.0,12000.0,32131830.0,final_fantasy__the_spirits_within,72259,15015,788.0,2000.0,6.4,0,109,142,76,26
510.0,11000.0,176636816.0,captain_america__the_first_avenger,508818,19761,679.0,3000.0,6.9,46000,90,143,5,104
197.0,766.0,126930660.0,the_world_is_not_enough,157519,2037,683.0,536.0,6.4,2000,77,144,2,105
244.0,613.0,93926386.0,master_and_commander__the_far_side_of_the_world,168207,1205,684.0,172.0,7.4,0,110,145,77,106
322.0,21000.0,292298923.0,the_twilight_saga__breaking_dawn_-_part_2,185394,59177,329.0,17000.0,5.5,65000,111,71,78,83
156.0,49000.0,63992328.0,happy_feet_2,32399,62644,79.0,11000.0,5.9,0,83,40,79,86
354.0,3000.0,134518390.0,the_incredible_hulk,326286,5811,643.0,1000.0,6.8,0,112,146,5,95
21.0,982.0,23689877.0,miami_vice,16769,1687,74.0,321.0,7.5,0,113,147,80,107
252.0,535.0,52792307.0,the_bfg,12572,1950,106.0,400.0,6.8,27000,38,148,15,108
556.0,29000.0,183635922.0,the_revenant,406020,57108,1188.0,27000.0,8.1,190000,114,86,81,20
166.0,16000.0,83024900.0,turbo,62424,17416,90.0,881.0,6.5,13000,115,149,22,32
362.0,40000.0,123207194.0,rango,183208,43291,337.0,1000.0,7.2,26000,1,48,82,1
153.0,19000.0,83348920.0,penguins_of_madagascar,60230,19963,118.0,411.0,6.7,11000,79,150,29,38
329.0,13000.0,227137090.0,the_bourne_ultimatum,491077,17369,820.0,897.0,8.1,0,116,112,83,109
266.0,11000.0,215395021.0,kung_fu_panda,307029,12754,360.0,967.0,7.6,6000,117,151,58,60
517.0,2000.0,180191634.0,ant-man,313866,5730,549.0,2000.0,7.4,61000,118,152,34,65
502.0,34000.0,424645577.0,the_hunger_games__catching_fire,498397,49355,706.0,14000.0,7.6,82000,70,153,84,37
165.0,17000.0,177343675.0,home,70121,17883,214.0,523.0,6.7,26000,119,154,85,110
401.0,10000.0,234277056.0,war_of_the_worlds,334345,12758,2741.0,1000.0,6.5,0,38,155,84,56
94.0,10000.0,138396624.0,bad_boys_ii,178126,12954,511.0,898.0,6.6,0,27,156,26,14
246.0,4000.0,149234747.0,puss_in_boots,114287,5046,137.0,442.0,6.7,16000,74,157,73,111
330.0,11000.0,118311368.0,salt,245621,12406,514.0,702.0,6.4,23000,120,158,86,60
434.0,12000.0,101160529.0,noah,200022,32355,1240.0,9000.0,5.8,71000,121,159,72,82
440.0,2000.0,77564037.0,the_adventures_of_tintin,177383,4631,447.0,871.0,7.4,44000,38,160,87,112
274.0,11000.0,249358727.0,harry_potter_and_the_prisoner_of_azkaban,382255,33284,1504.0,10000.0,7.8,11000,122,117,8,113
245.0,309.0,49551662.0,australia,102338,921,450.0,284.0,6.6,0,35,161,88,87
349.0,10000.0,60522097.0,after_earth,158720,14168,744.0,943.0,4.9,37000,93,162,5,14
145.0,1000.0,137748063.0,dinosaur,38438,2945,241.0,558.0,6.5,0,123,163,89,114
1.0,10000.0,23689877.0,harry_potter_and_the_deathly_hallows__part_ii,381,11036,2.0,570.0,7.5,40,124,164,90,115
154.0,49000.0,113733726.0,night_at_the_museum__secret_of_the_tomb,67223,53587,126.0,3000.0,6.2,11000,80,103,56,86
233.0,24000.0,148337537.0,megamind,172754,46120,187.0,11000.0,7.3,13000,125,40,91,6
258.0,11000.0,317557891.0,harry_potter_and_the_sorcerer_s_stone,444683,13191,1571.0,687.0,7.5,16000,126,165,15,113
208.0,16000.0,33592415.0,r.i.p.d.,91640,31549,210.0,12000.0,5.6,20000,127,60,92,32
271.0,40000.0,305388685.0,pirates_of_the_caribbean__the_curse_of_the_black_pearl,809474,48184,2113.0,5000.0,8.1,10000,1,1,1,1
4.0,10000.0,23689877.0,harry_potter_and_the_deathly_hallows__part_i,252,14719,2.0,2000.0,6.4,25,124,166,93,115
403.0,34000.0,337103873.0,the_hunger_games__mockingjay_-_part_1,305008,81385,591.0,22000.0,6.7,52000,70,89,84,37
294.0,15000.0,217536138.0,the_da_vinci_code,314253,16008,1966.0,574.0,6.6,0,84,167,60,33
159.0,688.0,131536019.0,rio_2,58498,1031,99.0,237.0,6.4,0,128,168,94,116
289.0,20000.0,214948780.0,x-men_2,405973,20952,1055.0,505.0,7.5,0,11,169,20,25
342.0,23000.0,209805005.0,fast_five,284792,55345,366.0,14000.0,7.3,54000,41,84,23,74
382.0,21000.0,186830669.0,sherlock_holmes__a_game_of_shadows,338635,22403,412.0,979.0,7.5,39000,129,170,95,21
344.0,14000.0,163192114.0,clash_of_the_titans,229679,18003,637.0,1000.0,5.8,15000,112,88,1,22
196.0,605.0,119412921.0,total_recall,240241,1441,391.0,308.0,7.5,0,130,171,46,117
85.0,845.0,32694788.0,the_13th_warrior,101411,1815,546.0,372.0,6.6,0,131,172,96,118
436.0,10000.0,113165635.0,the_bourne_legacy,229823,12175,504.0,826.0,6.7,31000,132,173,2,119
183.0,920.0,107285004.0,batman___robin,189855,2699,1018.0,890.0,3.7,0,133,174,97,120
175.0,1000.0,260031035.0,how_the_grinch_stole_christmas,141414,4146,482.0,722.0,6.0,0,84,175,35,121
239.0,15000.0,186739919.0,the_day_after_tomorrow,333248,20553,1159.0,2000.0,6.4,19000,42,68,18,40
237.0,10000.0,215397307.0,mission__impossible_ii,242188,11930,1426.0,794.0,6.1,0,134,176,2,56
231.0,784.0,182618434.0,the_perfect_storm,133076,2684,779.0,638.0,6.4,0,72,177,51,122
262.0,11000.0,131920333.0,fantastic_4__rise_of_the_silver_surfer,213275,15302,436.0,2000.0,5.6,0,135,178,18,104
552.0,774.0,124976634.0,life_of_pi,440084,2121,755.0,358.0,8.0,122000,106,179,98,123
276.0,12000.0,115802596.0,ghost_rider,182661,14017,681.0,701.0,5.2,0,136,180,99,76
267.0,13000.0,108521835.0,jason_bourne,40123,13752,297.0,365.0,7.1,31000,116,181,3,109
102.0,2000.0,100685880.0,charlie_s_angels__full_throttle,100821,4046,554.0,1000.0,4.8,0,32,182,100,124
775.0,13000.0,126464904.0,prometheus,456260,24098,2326.0,9000.0,7.0,97000,18,99,101,125
71.0,886.0,64736114.0,stuart_little_2,36471,2682,69.0,799.0,5.4,459,97,183,21,126
476.0,13000.0,93050117.0,elysium,338087,17689,814.0,2000.0,6.6,61000,137,72,102,109
207.0,14000.0,57637485.0,the_chronicles_of_riddick,183909,17159,666.0,850.0,6.7,0,138,184,18,127
492.0,10000.0,58607007.0,robocop,182899,14161,630.0,2000.0,6.2,60000,139,185,103,61
284.0,690.0,43929341.0,speed_racer,57873,902,414.0,107.0,6.1,0,44,186,104,128
168.0,273.0,30212620.0,how_do_you_know,35066,993,196.0,216.0,5.3,0,140,187,105,129
283.0,10000.0,76418654.0,knight_and_day,148280,12731,348.0,973.0,6.3,11000,141,188,106,56
539.0,11000.0,89021735.0,oblivion,387436,22004,892.0,10000.0,7.0,71000,28,119,107,130
359.0,20000.0,380262555.0,star_wars__episode_iii_-_revenge_of_the_sith,520104,44042,3286.0,16000.0,7.6,10000,142,61,0,131
284.0,20000.0,310675583.0,star_wars__episode_ii_-_attack_of_the_clones,464310,42990,3516.0,16000.0,6.7,0,142,61,0,131
250.0,12000.0,289907418.0,monsters__inc.,585659,15013,593.0,1000.0,8.1,0,45,37,21,26
440.0,20000.0,132550960.0,the_wolverine,328067,23755,533.0,992.0,6.7,68000,141,189,18,25
320.0,20000.0,474544677.0,star_wars__episode_i_-_the_phantom_menace,534658,37723,3597.0,14000.0,6.5,13000,142,101,0,131
257.0,16000.0,187165546.0,the_croods,150618,43286,195.0,15000.0,7.3,28000,143,190,21,32
33.0,936.0,23689877.0,asterix_at_the_olympic_games,20567,1609,36.0,276.0,5.1,291,144,191,56,132
152.0,12000.0,40911830.0,windtalkers,55994,15046,454.0,836.0,6.0,0,134,192,108,76
231.0,26000.0,47952020.0,the_huntsman__winter_s_war,37750,46719,134.0,11000.0,6.1,16000,145,16,38,8
348.0,833.0,190871240.0,teenage_mutant_ninja_turtles,167085,2690,491.0,809.0,5.9,62000,88,193,34,133
738.0,39.0,274084951.0,gravity,582917,87,1885.0,23.0,7.8,147000,122,194,109,134
93.0,650.0,67155742.0,dante_s_peak,62271,1569,277.0,293.0,5.8,0,146,195,2,135
181.0,5000.0,81638674.0,teenage_mutant_ninja_turtles__out_of_the_shadows,17533,8306,115.0,833.0,6.3,12000,147,196,34,136
369.0,596.0,56114221.0,fantastic_four,110486,1261,695.0,360.0,4.3,41000,148,197,5,137
179.0,49000.0,250863268.0,night_at_the_museum,234480,55486,444.0,3000.0,6.4,3000,80,103,110,86
358.0,12000.0,155181732.0,san_andreas,147497,16718,499.0,2000.0,6.1,52000,149,178,51,138
160.0,811.0,125332007.0,tomorrow_never_dies,149680,2958,328.0,766.0,6.5,0,150,125,2,139
192.0,13000.0,113330342.0,the_patriot,207613,19454,1144.0,2000.0,7.1,4000,42,198,71,140
198.0,11000.0,125531634.0,ocean_s_twelve,284852,19359,627.0,8000.0,6.4,0,151,199,111,75
233.0,11000.0,186336103.0,mr.___mrs._smith,348861,22722,798.0,11000.0,6.5,0,52,98,112,75
